   6.8268990104   6.0589290090   45  2.72E+00  -2.1972630000  -0.1616320000   5.4609750000  -2.3697960000  -0.6471390000   4.0090860000   5.2887310000   1.6522170000   5.2913110000   4.3774700000   1.4299160000   4.5409690000   3.3988870000   1.2041760000   3.9345880000   0.0035250000   0.0100310000   0.0300820000  -0.0038660000  -0.0101490000  -0.0299670000   0.0323040000   0.0087130000   0.0386230000  -0.0341030000  -0.0099730000  -0.0503590000   0.0021390000   0.0013770000   0.0116200000
   6.8267890545   6.0593768012  252  9.92E+00   0.1533910000  -0.4132180000   1.1378720000   0.1813840000  -1.0007570000   2.4466150000   0.8670180000   2.0249400000   7.7426160000  -0.3625780000   2.1062930000   7.4617070000  -1.5103730000   2.1056050000   7.3664240000   0.0001680000  -0.0038280000   0.0085450000  -0.0002970000   0.0039240000  -0.0084870000   0.1211100000  -0.0114730000   0.0387200000  -0.1645850000   0.0153560000  -0.0536830000   0.0436040000  -0.0039790000   0.0149050000
   6.8280842799   6.0550542330  689  7.39E+00  -0.5486140000  -1.9141320000   5.9261690000   0.5228530000  -2.0637610000   5.1250700000  -0.2831120000   3.7140330000   3.5029730000  -1.0229920000   4.0281200000   2.5964030000  -1.5256170000   4.3772700000   1.5798950000   0.0517990000  -0.0072850000  -0.0387720000  -0.0519070000   0.0069350000   0.0387410000   0.0471590000  -0.0100130000   0.0333230000  -0.0509520000   0.0006170000  -0.0057120000   0.0039000000   0.0097460000  -0.0275810000
   6.8251918075   6.0579577851  789 -1.23E-01   0.3131260000  -0.7223830000   1.9238700000   1.2981010000   0.3631820000   2.0750370000  -2.8541050000  -0.8322800000   9.1405540000  -2.3500620000  -0.4049880000   8.2000100000  -1.8844730000   0.0556700000   7.2204730000  -0.0055930000  -0.0062520000  -0.0009560000   0.0058650000   0.0061690000   0.0005160000   0.0176350000   0.0196640000  -0.0405950000  -0.0135190000  -0.0212580000   0.0404680000  -0.0043870000   0.0016760000   0.0005660000
   6.8280985050   6.0575426932  789 -1.33E-01   0.3070990000  -0.7298430000   1.9188270000   1.2985130000   0.3634040000   2.0749100000  -2.8523890000  -0.8315570000   9.1445050000  -2.3498440000  -0.4035510000   8.2003170000  -1.8880270000   0.0532300000   7.2172420000  -0.0084110000  -0.0093630000  -0.0014210000   0.0086820000   0.0092810000   0.0009860000   0.0148970000   0.0172030000  -0.0359520000  -0.0107750000  -0.0185950000   0.0360680000  -0.0043930000   0.0014730000   0.0003200000
   6.8292965040   6.0579372779 1512  2.58E+00  -1.0860200000  -0.8886640000   2.1555060000  -1.4263490000   0.5362110000   2.2537960000   3.4667580000  -1.4319810000   8.3071920000   2.6036180000  -0.6849940000   7.8987090000   1.7706730000   0.0118960000   7.3726580000   0.0014280000  -0.0060450000  -0.0004640000  -0.0015700000   0.0059650000   0.0001150000   0.0510730000  -0.0453430000   0.0170840000  -0.0164110000   0.0171560000   0.0116990000  -0.0345200000   0.0282680000  -0.0284350000
   6.8290999756   6.0597473229 1811  1.95E+00   0.5154590000   0.9922510000   1.6433130000  -0.6185290000   0.0901520000   1.9695260000   2.1966040000  -0.1940950000   8.7849480000   1.0856960000   0.0161980000   8.3782040000   0.0449800000   0.3568550000   7.9869310000   0.0100470000   0.0079500000  -0.0028740000  -0.0099290000  -0.0080230000   0.0027240000   0.0464730000   0.0003840000   0.0171440000  -0.0735050000  -0.0013690000  -0.0282400000   0.0269140000   0.0010580000   0.0112470000
   6.8250254723   6.0574235170 2199  7.67E-01  -2.1886880000   0.7483280000   2.3294370000  -0.7707910000   0.7324870000   2.2718000000   1.8860400000  -1.8710440000   7.0525170000   1.4436540000  -1.0864670000   7.8085420000   1.0176260000  -0.3310410000   8.5941470000   0.0175420000  -0.0001920000  -0.0006850000  -0.0175950000   0.0002930000   0.0007670000   0.0015450000  -0.0019870000   0.0041380000  -0.0059780000   0.0093700000  -0.0017860000   0.0044850000  -0.0074830000  -0.0024350000
   6.8272567198   6.0558882604 2343  5.52E+00  -0.5316630000  -1.1256550000   6.9201940000  -1.0505690000  -1.3634910000   5.4956130000   1.9390010000   3.2305000000   2.9204430000   1.8224110000   2.7928910000   1.8492210000   1.9732190000   2.2410860000   0.8101270000   0.0101290000   0.0046180000   0.0278900000  -0.0101880000  -0.0046390000  -0.0279970000   0.0160420000  -0.0181800000  -0.0272500000  -0.0364260000   0.0311210000   0.0369540000   0.0204430000  -0.0129190000  -0.0095970000
   6.8279501445   6.0581275906 2526  4.36E+00  -2.0479090000  -0.0538960000   2.3888670000  -0.5787610000  -0.2556760000   1.9383630000   2.0270760000   0.4615250000   9.0493690000   1.1182440000   0.6672350000   8.3952260000   0.1529560000   1.0055630000   7.8183950000  -0.0326400000   0.0044530000   0.0099190000   0.0327620000  -0.0046290000  -0.0102550000  -0.0646060000   0.0234710000  -0.0374450000   0.0575170000  -0.0296550000   0.0235500000   0.0069670000   0.0063600000   0.0142310000
   6.8260878017   6.0591436471 3035  3.17E+00  -0.0697850000  -1.5251340000   1.8022090000  -0.0033610000   0.0150390000   1.9560240000  -0.9264580000  -0.3030680000   7.9359840000  -0.0008100000   0.2643980000   8.3891880000   0.9482470000   0.8132410000   8.8850730000  -0.0014460000  -0.0340720000  -0.0034210000   0.0015890000   0.0341540000   0.0033580000  -0.0016950000  -0.0029070000   0.0030440000  -0.0398650000  -0.0192280000  -0.0274210000   0.0414170000   0.0220540000   0.0244400000
   6.8264339015   6.0595033294 3643  2.00E+00  -0.7091630000  -1.1593080000   1.7825490000   0.0028180000   0.0165210000   1.9457110000  -1.0304780000   0.4227180000   7.9026300000  -0.0006890000   0.2432970000   8.4256630000   1.0616030000   0.0728450000   8.9437890000   0.0196990000   0.0324840000   0.0045010000  -0.0195370000  -0.0325240000  -0.0045820000   0.0124020000  -0.0010930000   0.0069370000  -0.0460380000   0.0055370000  -0.0227950000   0.0334730000  -0.0044030000   0.0159390000
   6.8286204185   6.0596175989 3918  2.37E+00  -0.5082370000  -1.4690430000   2.3260280000  -0.7678080000  -0.0071690000   1.8317800000   1.4400080000   0.5060850000   7.4514850000   1.4100370000   0.3142950000   8.6323730000   1.3681230000   0.0740080000   9.7745160000   0.0063300000  -0.0360050000   0.0120850000  -0.0065790000   0.0358770000  -0.0124950000   0.0008260000   0.0026010000  -0.0334550000  -0.0001480000  -0.0006450000   0.0416390000  -0.0004290000  -0.0018280000  -0.0077740000
