   6.1658699616   6.2593051034   24  1.96E+00  -0.3452490000  -1.7246140000   3.1815560000   0.3305770000  -0.9589320000   2.1016920000  -1.2000270000   3.0179520000   8.2323750000  -0.5603740000   2.0505420000   8.0518610000  -0.0085320000   1.0281820000   8.0275070000  -0.0061580000  -0.0069060000   0.0097240000   0.0060740000   0.0070260000  -0.0099090000  -0.0037540000  -0.0070170000   0.0108580000   0.0251690000  -0.0182630000  -0.0240430000  -0.0213310000   0.0251610000   0.0133700000
   6.1683575478   6.2557053678   86  4.93E+00   1.1211000000   1.0188630000   2.3322850000  -0.0125870000  -0.0187210000   1.9643150000   0.4003000000   1.3567640000   8.6208720000   0.0077330000   0.2623600000   8.3519820000  -0.4138740000  -0.8367350000   8.1533110000   0.0302770000   0.0277220000   0.0099040000  -0.0302540000  -0.0276500000  -0.0098290000   0.0097130000   0.0318950000   0.0133640000   0.0040940000  -0.0004420000  -0.0137190000  -0.0138310000  -0.0315250000   0.0002790000
   6.1653928984   6.2592190778  299  2.78E+00  -1.4134910000   0.2201320000   2.4823470000   0.0123740000  -0.0018930000   1.9024370000  -0.6128370000   1.1192290000   8.0286120000   0.0019950000   0.2383670000   8.4830250000   0.6385940000  -0.6149110000   8.9467760000  -0.0328860000   0.0050650000   0.0133600000   0.0329800000  -0.0052300000  -0.0134170000   0.0128450000  -0.0140420000   0.0110390000  -0.0000760000  -0.0070890000  -0.0021010000  -0.0128640000   0.0212960000  -0.0088810000
   6.1694575499   6.2572785106  351  9.19E-01  -0.5715240000  -0.7164250000   2.9266930000   0.5003040000  -0.7498660000   1.8204760000  -0.6525620000   1.6683860000   7.4752520000  -0.9089640000   1.6178240000   8.6275370000  -1.1277120000   1.5949430000   9.7729860000  -0.0221430000   0.0005600000   0.0226990000   0.0221730000  -0.0008630000  -0.0230940000   0.0037140000   0.0030450000  -0.0051820000  -0.0081540000  -0.0049220000   0.0160470000   0.0044100000   0.0021810000  -0.0104690000
   6.1683047377   6.2555706012  486  2.24E+00  -0.5756820000  -0.1223650000   2.3828930000   0.6445070000  -0.8278210000   2.0304260000  -0.1872970000   1.2508240000   7.8716160000  -1.1804790000   1.7716370000   8.2219820000  -2.1090770000   2.2489380000   8.6667940000   0.0004440000  -0.0002740000  -0.0001750000  -0.0006180000   0.0002690000  -0.0001060000  -0.0048090000   0.0024210000   0.0123380000  -0.0684260000   0.0358960000   0.0133730000   0.0734080000  -0.0383120000  -0.0254300000
   6.1664321971   6.2583216312  928  5.79E+00  -1.3897170000   0.0749660000   2.5355840000   0.0180360000  -0.0071800000   1.8385090000   0.5291430000  -0.5993880000   8.0477480000  -0.0187390000   0.2740940000   8.5443820000  -0.5175970000   1.1124350000   9.1974970000  -0.0362810000   0.0021670000   0.0180160000   0.0361890000  -0.0020140000  -0.0180190000  -0.0295200000   0.0504940000   0.0434710000   0.0231770000  -0.0434170000  -0.0520220000   0.0064340000  -0.0072300000   0.0085540000
   6.1667237430   6.2596016702 1005  8.15E+00   1.7812850000  -1.3653570000   3.9480360000   1.5072790000  -0.7184320000   2.7996740000  -3.4090360000   0.6895720000   6.4093810000  -2.8217260000   1.6322840000   6.7506990000  -2.1126490000   2.4467990000   7.2930960000  -0.0132760000   0.0313160000  -0.0555460000   0.0132220000  -0.0312370000   0.0555420000   0.0206420000   0.0146900000   0.0219830000  -0.0565100000  -0.0404640000  -0.0580160000   0.0359220000   0.0256950000   0.0360370000
   6.1674236624   6.2582625249 1039  9.01E+00  -1.2310560000   1.1574680000   2.7570670000  -0.6202700000  -0.0550720000   1.9425960000   0.3872480000   1.1744180000   7.9956210000   1.1364120000   0.3146370000   8.3892820000   1.9349910000  -0.5208210000   8.8322700000  -0.0165260000   0.0327770000   0.0219710000   0.0165860000  -0.0329210000  -0.0220930000  -0.0325070000   0.0422100000  -0.0143230000  -0.0361890000   0.0255070000  -0.0254120000   0.0686370000  -0.0675730000   0.0398580000
   6.1683563810   6.2568676321 1213  7.39E+00   1.1341740000  -0.8234410000   5.3788350000   0.6564370000  -2.2772180000   4.8050340000  -1.5093720000   3.2903010000   2.9448200000  -1.2341810000   4.4223800000   3.1605300000  -0.9139950000   5.5023650000   3.3473830000   0.0156220000   0.0472680000   0.0187380000  -0.0153660000  -0.0474950000  -0.0185130000   0.0000960000  -0.0106260000  -0.0044850000   0.0147220000   0.0747800000   0.0169560000  -0.0150730000  -0.0639280000  -0.0126960000
   6.1683561376   6.2594133967 1238  1.11E+01  -0.9597630000  -1.5127490000   2.7184150000  -0.2439230000  -0.2866270000   2.0328550000   1.3723420000   0.0248010000   8.4884830000   0.5043250000   0.8217170000   8.2370500000  -0.4722570000   1.5728070000   8.0053440000  -0.0187460000  -0.0321740000   0.0180200000   0.0188700000   0.0321100000  -0.0180000000   0.0374650000  -0.0413840000   0.0144090000   0.0582140000  -0.0262630000   0.0044110000  -0.0958040000   0.0677120000  -0.0188400000
