   6.2102447329   6.8003060577  711  8.56E+00   0.4851390000  -0.4886590000   3.2500320000   0.4978090000  -1.0344700000   1.7593970000  -1.5097340000   2.7940950000   9.4625890000  -1.0125310000   2.0674310000   8.7081020000  -0.2469030000   1.5387510000   8.0098450000  -0.0004000000   0.0149930000   0.0409250000   0.0003010000  -0.0151040000  -0.0412660000   0.0360890000  -0.0090740000  -0.0202270000  -0.0296930000  -0.0241040000  -0.0090730000  -0.0062970000   0.0332890000   0.0296400000
   6.2147098153   6.8017805034  711  8.55E+00   0.4854460000  -0.4918370000   3.2491760000   0.4980530000  -1.0349640000   1.7587730000  -1.5084580000   2.7920870000   9.4653320000  -1.0124510000   2.0696590000   8.7097310000  -0.2494780000   1.5417520000   8.0090490000  -0.0003950000   0.0148410000   0.0407050000   0.0002980000  -0.0149530000  -0.0410480000   0.0382880000  -0.0123170000  -0.0237050000  -0.0309620000  -0.0214000000  -0.0065680000  -0.0072280000   0.0338290000   0.0306160000
   6.2128824583   6.8006917763 1478  2.04E+00  -1.0699310000  -0.5412640000   3.2145290000  -0.5176510000  -1.4011650000   2.1504850000   0.9937690000   3.2188080000   6.9066250000   1.0349870000   2.7914770000   8.0168270000   0.8819530000   2.4051730000   9.1337950000  -0.0034190000   0.0052430000   0.0065960000   0.0033980000  -0.0054240000  -0.0065710000  -0.0123740000   0.0123180000  -0.0208500000   0.0282470000  -0.0049110000  -0.0096260000  -0.0158520000  -0.0072260000   0.0304500000
   6.2125792168   6.8011225712 1494  2.69E-01  -0.4250340000  -0.7812670000   3.2399630000  -0.4578870000  -0.9061130000   1.7805020000   0.5629610000   0.8571930000   8.2692530000   0.8685050000   1.9191900000   8.6833470000   1.0986320000   2.9643210000   9.1169940000   0.0001030000   0.0004410000   0.0045990000  -0.0001080000  -0.0003650000  -0.0048920000  -0.0055860000  -0.0032080000   0.0021710000   0.0179930000   0.0374420000   0.0101110000  -0.0124020000  -0.0343100000  -0.0119880000
   6.2137086714   6.8016637812 1713  3.42E+00   0.1252660000   0.3794880000   2.7050900000  -0.1894170000  -0.8154250000   1.7372250000   0.8015590000   2.1393100000   7.7828960000   0.3616190000   1.6773090000   8.7771550000  -0.1349220000   1.3377360000   9.7827640000   0.0078790000   0.0300330000   0.0243250000  -0.0079890000  -0.0302380000  -0.0244510000  -0.0010000000   0.0113670000  -0.0030990000   0.0034350000  -0.0203210000   0.0046250000  -0.0023260000   0.0091600000  -0.0014000000
   6.2109940238   6.8049589061 1752  1.14E+00   0.0952390000  -0.9318930000   2.7632750000   0.0036450000   0.0134300000   1.6887560000   0.8027270000   0.9205250000   8.3854800000   0.0024890000   0.2453180000   8.8609810000  -0.8287990000  -0.4253710000   9.3556530000  -0.0006480000   0.0063720000  -0.0072150000   0.0005700000  -0.0064370000   0.0072550000  -0.0391210000  -0.0306980000   0.0250170000   0.0426300000   0.0313650000  -0.0281750000  -0.0034320000  -0.0006020000   0.0031180000
   6.2109010721   6.8026927257 2463  4.55E+00  -0.5391750000  -1.0007860000   2.5853550000   0.0069030000   0.0126210000   1.8339880000  -0.6412930000  -0.7114360000   8.5669080000   0.0098860000   0.2573060000   8.6426670000   0.6333670000   1.2059710000   8.6239970000   0.0177330000   0.0328980000  -0.0243520000  -0.0176810000  -0.0328250000   0.0243800000   0.0079700000   0.0135010000  -0.0041340000   0.0415440000   0.0601550000   0.0084310000  -0.0495660000  -0.0737290000  -0.0043250000
   6.2141185699   6.8026361138 2568  5.09E+00   0.5678940000  -0.1197210000   2.8277420000  -0.0028110000   0.0012110000   1.6105400000  -0.8589790000  -0.1740170000   9.6907890000   0.0256490000   0.1828360000   9.0107590000   0.8179810000   0.7259330000   8.3244760000  -0.0264510000   0.0055380000  -0.0563270000   0.0263210000  -0.0056650000   0.0562100000  -0.0012330000   0.0144400000  -0.0035020000   0.0050390000  -0.0285430000   0.0042530000  -0.0036760000   0.0142310000  -0.0006340000
   6.2107488578   6.8011111060 2646  5.80E+00  -1.1414960000  -0.1198990000   2.8991230000  -0.4512970000  -1.3077550000   2.1036790000   1.3342270000   2.9480230000   7.0992140000   0.8559220000   2.5832960000   8.1218100000   0.3490390000   2.3391830000   9.1160260000  -0.0191270000   0.0327750000   0.0220270000   0.0190050000  -0.0329420000  -0.0219790000   0.0034320000   0.0131920000  -0.0108700000  -0.0306400000  -0.0358580000   0.0693170000   0.0273300000   0.0228330000  -0.0584950000
   6.2102613506   6.8029212582 2900  5.11E+00  -1.5888180000  -0.1509230000   4.0635320000  -2.2126710000   0.0920960000   2.8797040000   4.9602020000  -0.5754860000   6.3652950000   4.0694770000   0.1331100000   6.6072240000   3.1355700000   0.7127910000   7.0379240000  -0.0251330000   0.0097550000  -0.0477820000   0.0251460000  -0.0098470000   0.0476010000  -0.0201320000   0.0054060000   0.0181100000   0.0226750000   0.0026230000  -0.0323780000  -0.0025570000  -0.0079370000   0.0144490000
   6.2126428481   6.8029114564 3193  4.08E+00  -0.3020010000  -0.3482940000   2.8527970000   0.0061980000   0.0043550000   1.5864730000   0.9107950000   0.3403750000   8.3205950000  -0.0284940000   0.2263210000   9.0327600000  -0.9013330000   0.1775950000   9.7967710000   0.0141000000   0.0162070000  -0.0582590000  -0.0142900000  -0.0162470000   0.0581470000   0.0135250000   0.0055750000  -0.0013670000  -0.0359510000  -0.0109540000   0.0132260000   0.0226170000   0.0054180000  -0.0117470000
   6.2127983222   6.8000338830 3846  2.16E+00  -0.4171210000   1.7718350000   2.8574320000  -0.8134720000   0.5515450000   2.0418770000   0.7676620000   0.0379360000   8.6355620000   1.4571850000  -0.8011110000   8.1927660000   2.2273900000  -1.6150500000   7.8376950000   0.0066970000   0.0204870000   0.0137590000  -0.0066440000  -0.0205610000  -0.0136620000   0.0094720000  -0.0031480000   0.0048870000  -0.0149670000   0.0015340000  -0.0121700000   0.0054420000   0.0016890000   0.0071860000
